genre,question_html,choices_html,score_multiplier
色,"<div class='import-question'>つぎの<ruby>色<rt>いろ</rt></ruby>をみて，なまえをえらびましょう。<div style='margin-top:8px;width:100%;height:40px;border-radius:10px;background:#ffffff;'></div></div>","<ul class='mcq-choices'><li data-correct='1'>しろ</li><li data-correct='0'>くろ</li><li data-correct='0'>あお</li><li data-correct='0'>みどり</li></ul>",1
混色,"<div class='import-question'><ruby>二つ<rt>ふたつ</rt></ruby>の<ruby>色<rt>いろ</rt></ruby>をまぜると，どの<ruby>色<rt>いろ</rt></ruby>になるでしょう。<br /><div style='margin-top:8px;display:flex;gap:8px;'><div style='flex:1;height:30px;border-radius:10px;background:#ff0000;'></div><div style='flex:1;height:30px;border-radius:10px;background:#ffff00;'></div></div></div>","<ul class='mcq-choices'><li data-correct='1'><div style='width:100%;height:30px;border-radius:10px;background:#ff8000;'></div></li><li data-correct='0'><div style='width:100%;height:30px;border-radius:10px;background:#0000ff;'></div></li><li data-correct='0'><div style='width:100%;height:30px;border-radius:10px;background:#00ff00;'></div></li><li data-correct='0'><div style='width:100%;height:30px;border-radius:10px;background:#800080;'></div></li></ul>",1
混色,"<div class='import-question'><ruby>二つ<rt>ふたつ</rt></ruby>の<ruby>色<rt>いろ</rt></ruby>をまぜると，どの<ruby>色<rt>いろ</rt></ruby>になるでしょう。<br /><div style='margin-top:8px;display:flex;gap:8px;'><div style='flex:1;height:30px;border-radius:10px;background:#0000ff;'></div><div style='flex:1;height:30px;border-radius:10px;background:#ffff00;'></div></div></div>","<ul class='mcq-choices'><li data-correct='1'><div style='width:100%;height:30px;border-radius:10px;background:#00ff00;'></div></li><li data-correct='0'><div style='width:100%;height:30px;border-radius:10px;background:#ff0000;'></div></li><li data-correct='0'><div style='width:100%;height:30px;border-radius:10px;background:#800080;'></div></li><li data-correct='0'><div style='width:100%;height:30px;border-radius:10px;background:#00ffff;'></div></li></ul>",1
混色,"<div class='import-question'><ruby>二つ<rt>ふたつ</rt></ruby>の<ruby>色<rt>いろ</rt></ruby>をまぜると，どの<ruby>色<rt>いろ</rt></ruby>になるでしょう。<br /><div style='margin-top:8px;display:flex;gap:8px;'><div style='flex:1;height:30px;border-radius:10px;background:#ff0000;'></div><div style='flex:1;height:30px;border-radius:10px;background:#0000ff;'></div></div></div>","<ul class='mcq-choices'><li data-correct='1'><div style='width:100%;height:30px;border-radius:10px;background:#800080;'></div></li><li data-correct='0'><div style='width:100%;height:30px;border-radius:10px;background:#ff0000;'></div></li><li data-correct='0'><div style='width:100%;height:30px;border-radius:10px;background:#0000ff;'></div></li><li data-correct='0'><div style='width:100%;height:30px;border-radius:10px;background:#ffff00;'></div></li></ul>",1
文脈からの単語,"<div class='import-question'>つぎの<ruby>文<rt>ぶん</rt></ruby>の＿にはいる<ruby>言葉<rt>ことば</rt></ruby>をえらびましょう。<br />「きょうは＿がよくはれています。」</div>","<ul class='mcq-choices'><li data-correct='1'><ruby>空<rt>そら</rt></ruby></li><li data-correct='0'><ruby>雨<rt>あめ</rt></ruby></li><li data-correct='0'><ruby>川<rt>かわ</rt></ruby></li><li data-correct='0'><ruby>山<rt>やま</rt></ruby></li></ul>",1
文脈からの単語,"<div class='import-question'>つぎの<ruby>文<rt>ぶん</rt></ruby>の＿＿にはいる<ruby>言葉<rt>ことば</rt></ruby>をえらびましょう。<br />「＿＿で本をよみます。」</div>","<ul class='mcq-choices'><li data-correct='1'><ruby>図書室<rt>としょしつ</rt></ruby></li><li data-correct='0'><ruby>校庭<rt>こうてい</rt></ruby></li><li data-correct='0'><ruby>体育館<rt>たいいくかん</rt></ruby></li><li data-correct='0'><ruby>音楽室<rt>おんがくしつ</rt></ruby></li></ul>",1
文脈からの単語,"<div class='import-question'>つぎの<ruby>文<rt>ぶん</rt></ruby>の＿＿にはいる<ruby>言葉<rt>ことば</rt></ruby>をえらびましょう。<br />「あさ，＿＿をたべます。」</div>","<ul class='mcq-choices'><li data-correct='1'><ruby>朝ご飯<rt>あさごはん</rt></ruby></li><li data-correct='0'><ruby>夜ご飯<rt>よるごはん</rt></ruby></li><li data-correct='0'><ruby>水<rt>みず</rt></ruby></li><li data-correct='0'><ruby>牛乳<rt>ぎゅうにゅう</rt></ruby></li></ul>",1
文脈からの単語,"<div class='import-question'>つぎの<ruby>文<rt>ぶん</rt></ruby>の＿＿にはいる<ruby>言葉<rt>ことば</rt></ruby>をえらびましょう。<br />「<ruby>学校<rt>がっこう</rt></ruby>で＿＿をならいます。」</div>","<ul class='mcq-choices'><li data-correct='1'><ruby>国語<rt>こくご</rt></ruby></li><li data-correct='0'><ruby>朝ご飯<rt>あさごはん</rt></ruby></li><li data-correct='0'><ruby>夕飯<rt>ゆうはん</rt></ruby></li><li data-correct='0'><ruby>散歩<rt>さんぽ</rt></ruby></li></ul>",1
一般知識,"<div class='import-question'><ruby>日本<rt>にほん</rt></ruby>の<ruby>首都<rt>しゅと</rt></ruby>はどこでしょう。</div>","<ul class='mcq-choices'><li data-correct='1'><ruby>東京<rt>とうきょう</rt></ruby></li><li data-correct='0'><ruby>大阪<rt>おおさか</rt></ruby></li><li data-correct='0'><ruby>京都<rt>きょうと</rt></ruby></li><li data-correct='0'><ruby>札幌<rt>さっぽろ</rt></ruby></li></ul>",1
一般知識,"<div class='import-question'><ruby>一年<rt>いちねん</rt></ruby>はなん<ruby>日<rt>にち</rt></ruby>ぐらいあるでしょう。</div>","<ul class='mcq-choices'><li data-correct='1'>365<ruby>日<rt>にち</rt></ruby></li><li data-correct='0'>100<ruby>日<rt>にち</rt></ruby></li><li data-correct='0'>30<ruby>日<rt>にち</rt></ruby></li><li data-correct='0'>500<ruby>日<rt>にち</rt></ruby></li></ul>",1
一般知識,"<div class='import-question'><ruby>地球<rt>ちきゅう</rt></ruby>は太陽からみて<ruby>何番目<rt>なんばんめ</rt></ruby>に<ruby>近<rt>ちか</rt></ruby>い<ruby>惑星<rt>わくせい</rt></ruby>でしょう。</div>","<ul class='mcq-choices'><li data-correct='1'>3<ruby>番目<rt>ばんめ</rt></ruby><li data-correct='0'>1<ruby>番目<rt>ばんめ</rt></ruby></li><li data-correct='0'>2<ruby>番目<rt>ばんめ</rt></ruby></li><li data-correct='0'>4<ruby>番目<rt>ばんめ</rt></ruby></li></ul>",1
一般知識,"<div class='import-question'><ruby>一週間<rt>いっしゅうかん</rt></ruby>はなん<ruby>日<rt>にち</rt></ruby>でしょう。</div>","<ul class='mcq-choices'><li data-correct='1'>7<ruby>日<rt>にち</rt></ruby></li><li data-correct='0'>5<ruby>日<rt>にち</rt></ruby></li><li data-correct='0'>10<ruby>日<rt>にち</rt></ruby></li><li data-correct='0'>3<ruby>日<rt>にち</rt></ruby></li></ul>",1
